#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAI3437601.1         -           1188 126at3041            -            703         0 1164.9  13.9   1   2  2.6e-151  1.2e-148  496.0   2.8     1   309   184   553   184   565 0.89 -
KAI3437601.1         -           1188 126at3041            -            703         0 1164.9  13.9   2   2  8.8e-205  3.9e-202  672.7   3.5   317   696   750  1164   721  1170 0.93 -
KAI3427016.1         -           1272 126at3041            -            703   4.5e-87  292.4   4.0   1   2      0.28   1.3e+02    0.1   0.1   674   696   372   394   341   400 0.77 -
KAI3427016.1         -           1272 126at3041            -            703   4.5e-87  292.4   4.0   2   2     1e-89   4.5e-87  292.4   4.0   306   678   422   828   403   851 0.82 -
KAI3431742.1         -            854 126at3041            -            703   5.8e-87  292.1   9.6   1   2   1.2e-09   5.2e-07   27.8   0.8   320   387   435   506   401   516 0.64 -
KAI3431742.1         -            854 126at3041            -            703   5.8e-87  292.1   9.6   2   2   6.3e-83   2.8e-80  270.0   0.0   395   674   550   845   547   851 0.88 -
KAI3428304.1         -           1166 126at3041            -            703   1.2e-77  261.3   0.0   1   2       6.3   2.8e+03   -4.4   3.2   298   355   432   493   348   501 0.73 -
KAI3428304.1         -           1166 126at3041            -            703   1.2e-77  261.3   0.0   2   2   2.7e-80   1.2e-77  261.3   0.0   308   669   704  1095   686  1109 0.84 -
KAI3430807.1         -            726 126at3041            -            703   1.3e-71  241.3   1.4   1   2   2.1e-06   0.00092   17.0   0.1   321   389   278   346   249   355 0.86 -
KAI3430807.1         -            726 126at3041            -            703   1.3e-71  241.3   1.4   2   2   1.3e-68   5.6e-66  222.7   0.2   397   668   377   667   361   679 0.85 -
KAI3425991.1         -            762 126at3041            -            703   4.2e-69  233.0   0.1   1   2   3.7e-30   1.6e-27   95.5   0.0   400   558    45   218    32   232 0.87 -
KAI3425991.1         -            762 126at3041            -            703   4.2e-69  233.0   0.1   2   2   5.1e-42   2.3e-39  134.7   0.1   564   691   246   374   233   387 0.88 -
KAI3438170.1         -            436 126at3041            -            703   2.3e-65  220.7   0.0   1   1   6.3e-68   2.8e-65  220.4   0.0   401   693    50   356    11   363 0.91 -
KAI3430991.1         -            987 126at3041            -            703   6.6e-65  219.2   0.7   1   2   1.5e-67   6.6e-65  219.2   0.7   404   686   177   487   163   504 0.85 -
KAI3430991.1         -            987 126at3041            -            703   6.6e-65  219.2   0.7   2   2      0.04        18    2.9   1.4   299   374   665   742   646   756 0.71 -
KAI3434859.1         -           1631 126at3041            -            703   1.7e-64  217.8   1.4   1   1   3.8e-67   1.7e-64  217.8   1.4   385   692   166   506   162   516 0.80 -
KAI3427166.1         -           1109 126at3041            -            703   1.4e-63  214.8   1.7   1   1   3.1e-66   1.4e-63  214.8   1.7   396   686    68   376    54   402 0.81 -
KAI3435796.1         -           1818 126at3041            -            703   2.8e-62  210.5   0.9   1   2   1.4e-64   6.2e-62  209.3   0.0   421   692    84   387    62   394 0.84 -
KAI3435796.1         -           1818 126at3041            -            703   2.8e-62  210.5   0.9   2   2       4.5     2e+03   -3.9   0.2   318   355   959   995   938   997 0.75 -
KAI3435010.1         -           1993 126at3041            -            703   9.8e-62  208.7   0.0   1   2   2.2e-64   9.8e-62  208.7   0.0   397   689    44   358     5   367 0.84 -
KAI3435010.1         -           1993 126at3041            -            703   9.8e-62  208.7   0.0   2   2      0.66     3e+02   -1.2   0.3   325   363  1000  1037   988  1047 0.83 -
KAI3435881.1         -            504 126at3041            -            703   4.9e-58  196.5   0.1   1   1   1.1e-60   4.9e-58  196.5   0.1   402   691    46   346    41   356 0.86 -
KAI3429500.1         -           1820 126at3041            -            703   7.8e-58  195.8   0.0   1   4   3.6e-24   1.6e-21   75.8   0.0   421   560    93   246    67   257 0.82 -
KAI3429500.1         -           1820 126at3041            -            703   7.8e-58  195.8   0.0   2   4   6.4e-40   2.9e-37  127.8   0.2   568   694   303   431   298   437 0.94 -
KAI3429500.1         -           1820 126at3041            -            703   7.8e-58  195.8   0.0   3   4       1.9   8.4e+02   -2.6   1.8   299   367   757   821   738   836 0.74 -
KAI3429500.1         -           1820 126at3041            -            703   7.8e-58  195.8   0.0   4   4       5.4   2.4e+03   -4.2   0.5    41   337  1041  1074  1017  1083 0.53 -
KAI3424121.1         -           1121 126at3041            -            703   6.2e-56  189.5   0.0   1   1   2.5e-58   1.1e-55  188.6   0.0   380   699   384   750   354   752 0.76 -
KAI3424857.1         -           1026 126at3041            -            703     2e-55  187.8   0.3   1   1   4.4e-58     2e-55  187.8   0.3   400   677    94   389    74   414 0.83 -
KAI3435944.1         -            868 126at3041            -            703   7.5e-55  185.9   0.0   1   1   3.1e-57   1.4e-54  185.1   0.0   411   687    74   368    59   386 0.83 -
KAI3426011.1         -            806 126at3041            -            703     4e-54  183.5   0.3   1   1   1.6e-56   7.1e-54  182.7   0.3   390   692    45   372    14   380 0.80 -
KAI3425840.1         -            840 126at3041            -            703   6.7e-54  182.8   7.9   1   2   3.8e-26   1.7e-23   82.3   0.0   402   560    99   273    89   296 0.86 -
KAI3425840.1         -            840 126at3041            -            703   6.7e-54  182.8   7.9   2   2   7.2e-33   3.2e-30  104.5   0.1   563   677   314   433   308   467 0.85 -
KAI3438431.1         -            635 126at3041            -            703   1.7e-51  174.8   0.6   1   2   3.1e-12   1.4e-09   36.3   0.0   405   497   126   240   121   244 0.73 -
KAI3438431.1         -            635 126at3041            -            703   1.7e-51  174.8   0.6   2   2   1.5e-42   6.9e-40  136.5   0.4   502   671   270   452   263   461 0.89 -
KAI3434487.1         -            586 126at3041            -            703   2.8e-51  174.1   0.0   1   2       2.7   1.2e+03   -3.2   0.0   377   392    51    66    49    73 0.86 -
KAI3434487.1         -            586 126at3041            -            703   2.8e-51  174.1   0.0   2   2   1.2e-53   5.5e-51  173.1   0.0   401   682   101   385    86   407 0.86 -
KAI3438404.1         -           1400 126at3041            -            703   5.3e-40  136.8   3.6   1   2   5.5e-20   2.4e-17   61.9   0.0   402   555   140   311   136   320 0.81 -
KAI3438404.1         -           1400 126at3041            -            703   5.3e-40  136.8   3.6   2   2   5.5e-24   2.4e-21   75.1   0.0   567   673   344   461   333   482 0.84 -
KAI3433849.1         -           1711 126at3041            -            703     1e-16   59.9   0.0   1   2   3.5e-09   1.6e-06   26.2   0.0   422   555   102   244    95   260 0.82 -
KAI3433849.1         -           1711 126at3041            -            703     1e-16   59.9   0.0   2   2   1.2e-10   5.3e-08   31.1   0.0   567   694   290   424   286   431 0.89 -
KAI3433822.1         -           1190 126at3041            -            703   1.5e-14   52.7   0.0   1   2   6.7e-08     3e-05   22.0   0.0   422   552   102   241    95   247 0.82 -
KAI3433822.1         -           1190 126at3041            -            703   1.5e-14   52.7   0.0   2   2   9.7e-10   4.4e-07   28.0   0.0   567   694   313   447   309   454 0.89 -
KAI3434569.1         -            101 126at3041            -            703   1.8e-10   39.2   0.0   1   1   4.7e-13   2.1e-10   39.0   0.0   520   603    10    92     2    96 0.84 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/126at3041.hmm
# Target file:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/chlorella_vulgaris.prot.fasta
# Option settings: hmmsearch --domtblout /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/Busco_vulgaris/run_chlorophyta_odb10/hmmer_output/initial_run_results/126at3041.out --cpu 1 /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/126at3041.hmm /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/chlorella_vulgaris.prot.fasta 
# Current dir:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco
# Date:            Fri Jul 22 15:31:59 2022
# [ok]
