#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAI3434899.1         -           1722 175at3041            -            764         0 1064.8  65.0   1   4       2.6   2.9e+03   -4.9   2.2   739   761   526   548   520   553 0.61 -
KAI3434899.1         -           1722 175at3041            -            764         0 1064.8  65.0   2   4   4.4e-43   4.9e-40  136.5  15.9    13   102   634   726   627   756 0.90 -
KAI3434899.1         -           1722 175at3041            -            764         0 1064.8  65.0   3   4  1.2e-192  1.3e-189  631.1   0.1    90   547   882  1415   877  1420 0.83 -
KAI3434899.1         -           1722 175at3041            -            764         0 1064.8  65.0   4   4   8.3e-96   9.2e-93  310.9  27.8   554   761  1498  1719  1489  1721 0.94 -
KAI3434894.1         -            347 175at3041            -            764     2e-41  141.1  15.1   1   1   2.3e-44   2.6e-41  140.7  15.1   592   710     1   133     1   142 0.92 -
KAI3428014.1         -           2665 175at3041            -            764   0.00018   18.9  14.8   1   3    0.0021       2.4    5.3   0.3   201   256   269   323   254   372 0.69 -
KAI3428014.1         -           2665 175at3041            -            764   0.00018   18.9  14.8   2   3   2.5e-05     0.028   11.7   1.1   206   269  1856  1925  1843  1940 0.76 -
KAI3428014.1         -           2665 175at3041            -            764   0.00018   18.9  14.8   3   3    0.0001      0.11    9.6   1.3   205   248  2134  2182  2117  2205 0.66 -
KAI3430234.1         -            998 175at3041            -            764   0.00024   18.5   3.6   1   1   3.2e-07   0.00035   17.9   3.6   202   256   878   938   865   964 0.72 -
KAI3430235.1         -           1000 175at3041            -            764   0.00024   18.5   3.6   1   1   3.2e-07   0.00036   17.9   3.6   202   256   880   940   867   966 0.72 -
KAI3437957.1         -           2580 175at3041            -            764   0.00031   18.1   3.1   1   2     0.017        19    2.3   0.2   210   244   561   595   557   618 0.86 -
KAI3437957.1         -           2580 175at3041            -            764   0.00031   18.1   3.1   2   2   2.8e-07   0.00031   18.1   3.1   200   266  1500  1571  1497  1579 0.80 -
KAI3435956.1         -            406 175at3041            -            764   0.00058   17.2   1.6   1   1   8.2e-07   0.00092   16.6   1.6   607   638    25    56    20    84 0.87 -
KAI3436392.1         -            645 175at3041            -            764    0.0025   15.2   2.2   1   1   3.9e-06    0.0044   14.3   2.2   608   648    39    79    37    90 0.82 -
KAI3431320.1         -            217 175at3041            -            764    0.0079   13.5   5.4   1   1   1.1e-05     0.012   12.9   5.4   205   241   180   216   172   216 0.93 -
KAI3436548.1         -           1764 175at3041            -            764       3.3    4.8   9.0   1   2   8.1e-05     0.091   10.0   2.1   205   243   452   487   435   498 0.80 -
KAI3436548.1         -           1764 175at3041            -            764       3.3    4.8   9.0   2   2      0.89   9.9e+02   -3.4   0.7   153   180  1413  1440  1401  1453 0.76 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/175at3041.hmm
# Target file:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/chlorella_vulgaris.prot.fasta
# Option settings: hmmsearch --domtblout /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/Busco_vulgaris/run_chlorophyta_odb10/hmmer_output/initial_run_results/175at3041.out --cpu 1 /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/175at3041.hmm /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/chlorella_vulgaris.prot.fasta 
# Current dir:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco
# Date:            Fri Jul 22 15:30:28 2022
# [ok]
