#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAI3434493.1         -            464 1594at3041           -            367    1e-202  672.1   7.5   1   1  6.5e-206  1.5e-202  671.6   7.5     1   366    43   459    43   460 0.94 -
KAI3425760.1         -            474 1594at3041           -            367  1.7e-137  457.4   0.3   1   1  1.4e-140  3.1e-137  456.6   0.3     3   366    58   469    56   470 0.90 -
KAI3436110.1         -            459 1594at3041           -            367     3e-77  259.2   5.0   1   1   3.3e-79   7.3e-76  254.7   5.0     4   366    34   453    31   454 0.82 -
KAI3437829.1         -          18323 1594at3041           -            367   2.6e-67  226.5 141.1   1  11   1.2e-10   2.6e-07   29.1   5.3   120   327  1243  1471  1217  1510 0.77 -
KAI3437829.1         -          18323 1594at3041           -            367   2.6e-67  226.5 141.1   2  11   8.6e-07    0.0019   16.4   9.3   123   337  2913  3137  2856  3153 0.79 -
KAI3437829.1         -          18323 1594at3041           -            367   2.6e-67  226.5 141.1   3  11   2.8e-07   0.00062   18.0   2.7    95   343  4288  4560  4210  4575 0.70 -
KAI3437829.1         -          18323 1594at3041           -            367   2.6e-67  226.5 141.1   4  11   1.3e-07    0.0003   19.0   5.7   134   319  5774  5971  5754  5996 0.76 -
KAI3437829.1         -          18323 1594at3041           -            367   2.6e-67  226.5 141.1   5  11   1.1e-09   2.5e-06   25.8   4.6   137   304  7491  7666  7460  7703 0.76 -
KAI3437829.1         -          18323 1594at3041           -            367   2.6e-67  226.5 141.1   6  11   1.4e-11     3e-08   32.2   4.9   129   323  9419  9632  9334  9652 0.81 -
KAI3437829.1         -          18323 1594at3041           -            367   2.6e-67  226.5 141.1   7  11   3.3e-10   7.4e-07   27.6   4.1   133   324 10660 10865 10578 10901 0.82 -
KAI3437829.1         -          18323 1594at3041           -            367   2.6e-67  226.5 141.1   8  11   1.6e-10   3.5e-07   28.7   9.1    39   343 12209 12523 12202 12541 0.78 -
KAI3437829.1         -          18323 1594at3041           -            367   2.6e-67  226.5 141.1   9  11     1e-14   2.2e-11   42.5   5.0   134   299 13957 14123 13942 14170 0.83 -
KAI3437829.1         -          18323 1594at3041           -            367   2.6e-67  226.5 141.1  10  11   2.1e-09   4.7e-06   25.0   9.9   130   340 15630 15859 15596 15878 0.81 -
KAI3437829.1         -          18323 1594at3041           -            367   2.6e-67  226.5 141.1  11  11   1.3e-08   2.8e-05   22.4   1.6   117   297 16513 16701 16495 16708 0.78 -
KAI3434528.1         -            121 1594at3041           -            367    0.0047   15.1   0.7   1   1   2.6e-06    0.0058   14.8   0.7   201   300     9   115     3   118 0.76 Chlorella vulgaris isolate 211/11P Super-Scaffold_3, whole genome shotgun sequence.
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/1594at3041.hmm
# Target file:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/chlorella_vulgaris.prot.fasta
# Option settings: hmmsearch --domtblout /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/Busco_vulgaris/run_chlorophyta_odb10/hmmer_output/initial_run_results/1594at3041.out --cpu 1 /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/1594at3041.hmm /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/chlorella_vulgaris.prot.fasta 
# Current dir:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco
# Date:            Fri Jul 22 15:29:44 2022
# [ok]
