#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6   1  19  1.3e-237  1.2e-234  781.1  40.1    66   740   311  1114   244  1127 0.89 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6   2  19  1.2e-158  1.2e-155  518.9   6.5   747  1040  1204  1552  1137  1572 0.89 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6   3  19         0         0 1095.0  46.1  1033  1703  1582  2374  1555  2388 0.88 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6   4  19   2.8e-36   2.6e-33  112.8   7.9  1692  1831  2400  2534  2389  2549 0.77 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6   5  19   1.6e-64   1.5e-61  206.6  30.5  1735  2013  2524  2839  2514  2980 0.74 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6   6  19   1.9e-11   1.8e-08   30.4  27.4  1978  2206  3027  3322  2977  3358 0.64 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6   7  19   4.4e-06    0.0041   12.6   2.2  2215  2257  3374  3416  3344  3431 0.82 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6   8  19   3.6e-05     0.034    9.6  29.8  2262  2421  3504  3746  3484  3768 0.61 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6   9  19     8e-18   7.4e-15   51.6   0.6  2419  2522  3778  3892  3762  3904 0.83 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6  10  19   7.7e-31   7.1e-28   94.8   8.5  2516  2658  3915  4088  3901  4102 0.79 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6  11  19   1.2e-13   1.1e-10   37.7   7.0  2672  2751  4162  4253  4110  4268 0.66 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6  12  19   1.8e-26   1.7e-23   80.3   7.6  2737  2867  4267  4437  4260  4446 0.73 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6  13  19   2.4e-54   2.2e-51  172.8  11.3  2858  2988  4471  4611  4464  4614 0.92 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6  14  19   2.4e-67   2.3e-64  215.9  30.5  2978  3217  4642  4923  4638  4932 0.74 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6  15  19   1.1e-13     1e-10   37.8  21.4  3200  3373  4936  5113  4927  5165 0.56 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6  16  19      0.47   4.4e+02   -4.1  11.1  3303  3376  5192  5256  5153  5265 0.53 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6  17  19   1.1e-80   9.8e-78  260.3  73.2  3285  3668  5263  5675  5255  5678 0.80 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6  18  19   8.7e-20   8.1e-17   58.1 103.0  3566  3861  5668  6001  5666  6036 0.61 -
KAI3431603.1         -           6436 117at3041            -           4188         0 4357.7 584.6  19  19  1.4e-195  1.3e-192  641.6   0.2  3819  4187  6037  6433  6015  6434 0.85 -
KAI3434558.1         -            535 117at3041            -           4188   0.00012   17.7   3.2   1   2   0.00012      0.11    7.9   0.5  1438  1750    37    69     3   169 0.64 -
KAI3434558.1         -            535 117at3041            -           4188   0.00012   17.7   3.2   2   2   1.5e-05     0.014   10.8   0.1  1426  1465   298   336   170   342 0.81 -
KAI3430488.1         -            832 117at3041            -           4188     0.034    9.6   0.0   1   1   5.1e-05     0.047    9.1   0.0  1436  1459   370   393   363   405 0.86 -
KAI3429745.1         -            113 117at3041            -           4188     0.063    8.7   5.9   1   1   6.5e-05      0.06    8.7   5.9  3718  3771    29    82     3   102 0.80 -
KAI3436417.1         -            737 117at3041            -           4188     0.079    8.3   0.4   1   2   0.00029      0.27    6.6   0.1  1425  1460    69   104    48   133 0.78 -
KAI3436417.1         -            737 117at3041            -           4188     0.079    8.3   0.4   2   2     0.057        53   -1.0   0.0  1430  1459   409   438   400   460 0.85 -
KAI3428315.1         -            515 117at3041            -           4188     0.092    8.1   0.0   1   1   9.9e-05     0.092    8.1   0.0    79   217   230   373   182   459 0.78 -
KAI3428309.1         -            556 117at3041            -           4188      0.15    7.4   0.0   1   1   0.00019      0.18    7.1   0.0  1428  1464   193   230   111   242 0.73 -
KAI3431552.1         -            378 117at3041            -           4188      0.31    6.4  42.4   1   1   0.00043       0.4    6.0  42.4  3554  3737   186   363   180   377 0.59 -
KAI3435967.1         -            418 117at3041            -           4188      0.49    5.7  17.4   1   1   0.00075       0.7    5.2  17.4  3631  3677    81   126    39   134 0.78 -
KAI3438771.1         -            609 117at3041            -           4188       1.6    4.0  27.8   1   1    0.0024       2.2    3.6  27.8  3563  3703   331   477   316   492 0.56 -
KAI3430805.1         -            319 117at3041            -           4188       1.8    3.9   9.0   1   1    0.0025       2.3    3.5   9.0  3612  3683    86   157    74   185 0.73 -
