#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAI3425921.1               -            215 11703at3041          -            119   4.8e-34  116.8   0.4   1   1   4.2e-36   8.9e-34  115.9   0.4    55   119   148   212   107   212 0.71 -
KAI3436104.1               -            373 11703at3041          -            119   1.4e-21   76.5   1.7   1   2   6.7e-24   1.4e-21   76.5   1.7    32   117    80   164    45   166 0.68 -
KAI3436104.1               -            373 11703at3041          -            119   1.4e-21   76.5   1.7   2   2       2.3   4.9e+02    0.6   0.6    17    42   215   241   197   258 0.42 -
KAI3427160.1               -            713 11703at3041          -            119   4.2e-11   42.7   1.2   1   1     2e-13   4.2e-11   42.7   1.2    58   115   281   338   259   341 0.84 -
KAI3432465.1               -            561 11703at3041          -            119   1.4e-10   41.0   1.4   1   1   6.8e-13   1.4e-10   41.0   1.4    54   117   202   265   163   267 0.77 -
KAI3434699.1               -            290 11703at3041          -            119   1.8e-10   40.7   1.9   1   1   8.5e-13   1.8e-10   40.7   1.9    43   115   184   259   142   263 0.69 -
KAI3433741.1               -            348 11703at3041          -            119   3.4e-10   39.8   1.1   1   2       2.6   5.6e+02    0.4   0.5    24    40   167   183   150   223 0.40 -
KAI3433741.1               -            348 11703at3041          -            119   3.4e-10   39.8   1.1   2   2   1.6e-12   3.4e-10   39.8   1.1    35   115   229   311   193   315 0.69 -
KAI3425023.1               -            412 11703at3041          -            119   3.8e-10   39.7   0.2   1   1   3.3e-12   6.9e-10   38.8   0.2    30   115   318   406   280   410 0.65 -
KAI3427065.1               -            608 11703at3041          -            119   7.3e-10   38.7   0.6   1   2   3.5e-12   7.3e-10   38.7   0.6    67   117   271   322   221   324 0.79 -
KAI3427065.1               -            608 11703at3041          -            119   7.3e-10   38.7   0.6   2   2       6.1   1.3e+03   -0.8   0.1    34    47   339   352   317   394 0.46 -
KAI3425823.1               -            311 11703at3041          -            119     1e-09   38.3   0.0   1   1     1e-11   2.1e-09   37.3   0.0    15   116    14   114     2   117 0.73 -
KAI3429868.1               -            282 11703at3041          -            119   1.5e-09   37.7   0.5   1   2       8.2   1.7e+03   -1.2   0.1    20    37    83   100    66   140 0.46 -
KAI3429868.1               -            282 11703at3041          -            119   1.5e-09   37.7   0.5   2   2   7.1e-12   1.5e-09   37.7   0.5    60   116   192   249   156   252 0.80 -
KAI3435676.1               -            372 11703at3041          -            119   9.6e-09   35.1   2.8   1   2       6.1   1.3e+03   -0.8   0.8    26    26   110   110    48   152 0.56 -
KAI3435676.1               -            372 11703at3041          -            119   9.6e-09   35.1   2.8   2   2   5.6e-11   1.2e-08   34.8   0.0    68   114   322   369   277   371 0.84 -
KAI3425253.1               -            101 11703at3041          -            119     1e-08   35.0   7.6   1   1   4.3e-10     9e-08   32.0   7.6    65   118    19    84     5    85 0.72 -
KAI3435677.1               -            369 11703at3041          -            119   1.2e-08   34.9   0.0   1   2       7.3   1.5e+03   -1.0   1.1    25    25   106   106    44   148 0.56 -
KAI3435677.1               -            369 11703at3041          -            119   1.2e-08   34.9   0.0   2   2   5.5e-11   1.2e-08   34.9   0.0    68   114   319   366   274   368 0.84 -
KAI3432855.1               -            117 11703at3041          -            119   1.4e-08   34.6   6.6   1   2      0.27        57    3.6   0.2    98   115    30    47     7    51 0.86 -
KAI3432855.1               -            117 11703at3041          -            119   1.4e-08   34.6   6.6   2   2   1.1e-10   2.3e-08   33.9   1.8    86   118    71   103    62   104 0.92 -
KAI3437846.1               -           1005 11703at3041          -            119   4.1e-08   33.1   2.1   1   2     0.018       3.7    7.4   0.0    49    83   719   753   697   755 0.65 -
KAI3437846.1               -           1005 11703at3041          -            119   4.1e-08   33.1   2.1   2   2   9.3e-08     2e-05   24.4   0.5    85   116   863   894   859   897 0.94 -
KAI3433623.1               -            186 11703at3041          -            119   5.5e-08   32.7   3.3   1   1   3.5e-10   7.3e-08   32.3   3.3    70   116   137   184   107   185 0.91 -
SIDB01000004.937575.948412 -           1886 11703at3041          -            119     9e-08   32.0   3.4   1   1   4.3e-10     9e-08   32.0   3.4    37   116  1594  1672  1557  1675 0.57 -
KAI3429801.1               -            207 11703at3041          -            119   3.1e-07   30.3   5.3   1   1   2.3e-09   4.8e-07   29.6   5.3    34   116    10    92     1    95 0.57 -
KAI3428792.1               -            403 11703at3041          -            119   4.3e-07   29.8   0.6   1   2       1.5   3.1e+02    1.2   1.8    17    39   142   164   126   193 0.35 -
KAI3428792.1               -            403 11703at3041          -            119   4.3e-07   29.8   0.6   2   2     2e-09   4.3e-07   29.8   0.6    36   115   314   389   281   393 0.69 -
KAI3427145.1               -            630 11703at3041          -            119   8.9e-07   28.8   0.9   1   2   4.2e-09   8.9e-07   28.8   0.9    69   112   277   319   229   326 0.82 -
KAI3427145.1               -            630 11703at3041          -            119   8.9e-07   28.8   0.9   2   2       2.6   5.4e+02    0.5   1.4    17    55   487   523   472   576 0.55 -
KAI3437704.1               -            385 11703at3041          -            119   1.5e-06   28.1   3.1   1   1   1.3e-08   2.7e-06   27.2   3.1    85   116   238   271   236   274 0.88 -
