#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAI3435860.1                 -            368 5835at3041           -            207   4.8e-83  277.2   1.5   1   3   8.7e-33   4.2e-30  104.2   0.1     2    64    80   143    79   162 0.93 -
KAI3435860.1                 -            368 5835at3041           -            207   4.8e-83  277.2   1.5   2   3     2e-47   9.9e-45  152.0   0.1    63   178   180   298   175   320 0.88 -
KAI3435860.1                 -            368 5835at3041           -            207   4.8e-83  277.2   1.5   3   3   1.5e-06   0.00071   18.6   0.0   181   206   333   358   320   359 0.89 -
KAI3430851.1                 -            634 5835at3041           -            207   9.5e-16   57.4   8.8   1   4       3.9   1.9e+03   -2.4   0.7   175   197    68    90    63   118 0.71 -
KAI3430851.1                 -            634 5835at3041           -            207   9.5e-16   57.4   8.8   2   4   1.8e-05    0.0089   15.0   0.1    20    68   152   205   143   229 0.81 -
KAI3430851.1                 -            634 5835at3041           -            207   9.5e-16   57.4   8.8   3   4   5.1e-15   2.5e-12   46.2   0.4    81   147   272   343   251   375 0.76 -
KAI3430851.1                 -            634 5835at3041           -            207   9.5e-16   57.4   8.8   4   4       2.8   1.4e+03   -2.0   0.0   180   203   402   425   388   427 0.84 -
KAI3426245.1                 -            626 5835at3041           -            207   6.5e-15   54.6   0.2   1   2   7.5e-07   0.00036   19.5   0.0    83   119    40    80    21   129 0.75 -
KAI3426245.1                 -            626 5835at3041           -            207   6.5e-15   54.6   0.2   2   2   9.6e-11   4.7e-08   32.2   0.0    76   173   328   435   318   458 0.73 -
KAI3432319.1                 -            600 5835at3041           -            207   3.7e-14   52.2   2.1   1   3   7.5e-07   0.00036   19.5   0.3    16    63   162   214   159   223 0.89 -
KAI3432319.1                 -            600 5835at3041           -            207   3.7e-14   52.2   2.1   2   3   3.9e-10   1.9e-07   30.3   0.1    74   141   296   368   267   400 0.78 -
KAI3432319.1                 -            600 5835at3041           -            207   3.7e-14   52.2   2.1   3   3       2.4   1.1e+03   -1.7   0.0   181   197   444   460   437   463 0.85 -
KAI3438235.1                 -            738 5835at3041           -            207   2.3e-13   49.6   0.7   1   3      0.65   3.1e+02    0.1   0.1   168   198    37    67    20    73 0.84 -
KAI3438235.1                 -            738 5835at3041           -            207   2.3e-13   49.6   0.7   2   3   0.00034      0.17   10.8   0.0    18   103   210   300   203   304 0.69 -
KAI3438235.1                 -            738 5835at3041           -            207   2.3e-13   49.6   0.7   3   3     2e-11   9.6e-09   34.5   0.0    79   146   308   379   297   436 0.76 -
KAI3432686.1                 -            687 5835at3041           -            207   2.7e-09   36.3   9.9   1   4     6e-07   0.00029   19.8   0.0    81   121   217   259   199   297 0.70 -
KAI3432686.1                 -            687 5835at3041           -            207   2.7e-09   36.3   9.9   2   4     0.086        42    3.0   0.0    15    66   304   360   298   381 0.77 -
KAI3432686.1                 -            687 5835at3041           -            207   2.7e-09   36.3   9.9   3   4   9.8e-06    0.0047   15.9   0.2    82   124   415   459   403   491 0.71 -
KAI3432686.1                 -            687 5835at3041           -            207   2.7e-09   36.3   9.9   4   4      0.47   2.3e+02    0.6   0.1    23    67   499   546   488   578 0.77 -
KAI3436570.1                 -            628 5835at3041           -            207   3.9e-07   29.2   1.6   1   2   9.4e-08   4.6e-05   22.5   0.4    62   132   304   381   262   425 0.73 -
KAI3436570.1                 -            628 5835at3041           -            207   3.9e-07   29.2   1.6   2   2     0.016       7.9    5.4   0.0    52   103   475   524   471   569 0.69 -
KAI3431856.1                 -            677 5835at3041           -            207   2.9e-06   26.4   0.0   1   2   5.6e-07   0.00027   20.0   0.0    78   141   165   234   150   253 0.76 -
KAI3431856.1                 -            677 5835at3041           -            207   2.9e-06   26.4   0.0   2   2     0.063        30    3.4   0.1    48    69   279   300   266   369 0.56 -
KAI3428232.1                 -            351 5835at3041           -            207   7.2e-06   25.1   0.1   1   2   3.1e-07   0.00015   20.8   0.1    84   158    59   140    47   157 0.74 -
KAI3428232.1                 -            351 5835at3041           -            207   7.2e-06   25.1   0.1   2   2     0.043        21    4.0   0.0    18    67   130   182   125   205 0.69 -
KAI3438239.1                 -            357 5835at3041           -            207   9.4e-06   24.7   0.0   1   2   9.3e-08   4.5e-05   22.5   0.0    79   135    58   121    42   139 0.79 -
KAI3438239.1                 -            357 5835at3041           -            207   9.4e-06   24.7   0.0   2   2       1.3   6.3e+02   -0.9   0.0    48    69   182   203   165   215 0.76 -
KAI3434459.1                 -            478 5835at3041           -            207   1.8e-05   23.8   0.5   1   2   7.3e-08   3.6e-05   22.8   0.1    70   124   209   265   185   305 0.79 -
KAI3434459.1                 -            478 5835at3041           -            207   1.8e-05   23.8   0.5   2   2       9.7   4.7e+03   -3.7   0.0    81   106   396   421   391   433 0.71 -
KAI3438579.1                 -            455 5835at3041           -            207   6.7e-05   21.9   0.0   1   1   3.6e-07   0.00017   20.6   0.0    77   149   205   283   189   288 0.80 -
KAI3430584.1                 -            618 5835at3041           -            207   9.1e-05   21.5   0.0   1   1     4e-07   0.00019   20.4   0.0    81   132   343   406   290   423 0.75 -
SIDB01000009.2322981.2330027 -           1207 5835at3041           -            207   0.00016   20.7   1.1   1   2   5.1e-07   0.00025   20.1   0.1    57   135   326   412   287   433 0.80 -
SIDB01000009.2322981.2330027 -           1207 5835at3041           -            207   0.00016   20.7   1.1   2   2       5.2   2.5e+03   -2.8   0.1    52    95   659   703   657   705 0.66 -
KAI3433937.1                 -            391 5835at3041           -            207   0.00023   20.2   0.0   1   1   9.4e-07   0.00045   19.2   0.0    78   131   203   261   177   273 0.75 -
KAI3425220.1                 -            581 5835at3041           -            207    0.0004   19.4   0.8   1   2   5.2e-06    0.0025   16.8   0.2    59   158   279   384   262   411 0.73 -
KAI3425220.1                 -            581 5835at3041           -            207    0.0004   19.4   0.8   2   2     0.097        47    2.8   0.1     4   103   360   462   357   470 0.70 -
KAI3424852.1                 -            557 5835at3041           -            207    0.0013   17.8   0.2   1   2   2.9e-05     0.014   14.3   0.0    48   106   233   289   225   305 0.81 -
KAI3424852.1                 -            557 5835at3041           -            207    0.0013   17.8   0.2   2   2      0.87   4.2e+02   -0.3   0.1     7    40   497   529   472   540 0.75 -
KAI3436154.1                 -            400 5835at3041           -            207      0.01   14.8   0.0   1   1     4e-05     0.019   13.9   0.0    83   142    63   128    55   141 0.70 -
KAI3431445.1                 -            423 5835at3041           -            207     0.017   14.0   0.0   1   1     7e-05     0.034   13.1   0.0    82   107    53    78    34    98 0.75 -
KAI3430251.1                 -            903 5835at3041           -            207     0.021   13.8   0.0   1   1   0.00013     0.062   12.2   0.0    73   126   372   426   358   484 0.81 -
KAI3428500.1                 -           1049 5835at3041           -            207     0.038   12.9   0.0   1   1   0.00015     0.075   12.0   0.0    82   109   680   707   664   724 0.76 -
KAI3436414.1                 -            353 5835at3041           -            207     0.064   12.2   0.0   1   2    0.0014      0.68    8.8   0.0    69   116    14    61     5    69 0.82 -
KAI3436414.1                 -            353 5835at3041           -            207     0.064   12.2   0.0   2   2      0.55   2.7e+02    0.4   0.0    52    73   191   212   180   221 0.84 -
KAI3432813.1                 -            368 5835at3041           -            207     0.069   12.1   0.0   1   1   0.00026      0.13   11.2   0.0    82   134    64   122    57   137 0.73 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/5835at3041.hmm
# Target file:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/chlorella_vulgaris.prot.fasta
# Option settings: hmmsearch --domtblout /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/Busco_vulgaris/run_chlorophyta_odb10/hmmer_output/initial_run_results/5835at3041.out --cpu 1 /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/5835at3041.hmm /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/chlorella_vulgaris.prot.fasta 
# Current dir:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco
# Date:            Fri Jul 22 15:38:48 2022
# [ok]
