#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAI3433763.1               -            567 1825at3041           -            378  2.8e-152  506.2  13.3   1   4   1.1e-93   1.4e-91  306.4   2.7     1   208    15   235    15   240 0.95 -
KAI3433763.1               -            567 1825at3041           -            378  2.8e-152  506.2  13.3   2   4    0.0039      0.51    8.3   0.1   225   249   295   319   282   326 0.78 -
KAI3433763.1               -            567 1825at3041           -            378  2.8e-152  506.2  13.3   3   4   4.1e-36   5.3e-34  116.9   0.4   249   322   374   449   362   458 0.90 -
KAI3433763.1               -            567 1825at3041           -            378  2.8e-152  506.2  13.3   4   4   1.1e-24   1.4e-22   79.3   0.0   323   378   471   527   463   527 0.96 -
KAI3434613.1               -            864 1825at3041           -            378   9.2e-67  224.7  67.0   1   6   1.3e-15   1.7e-13   49.4   4.0     7   171   127   307   121   310 0.81 -
KAI3434613.1               -            864 1825at3041           -            378   9.2e-67  224.7  67.0   2   6   3.7e-21   4.8e-19   67.7   7.1    24   202   180   371   179   379 0.87 -
KAI3434613.1               -            864 1825at3041           -            378   9.2e-67  224.7  67.0   3   6   2.3e-16     3e-14   51.9   8.4    26   200   250   437   246   442 0.85 -
KAI3434613.1               -            864 1825at3041           -            378   9.2e-67  224.7  67.0   4   6   6.7e-16   8.7e-14   50.4   6.8    22   171   348   511   344   514 0.88 -
KAI3434613.1               -            864 1825at3041           -            378   9.2e-67  224.7  67.0   5   6   9.7e-19   1.3e-16   59.7   4.4    24   173   520   683   512   690 0.87 -
KAI3434613.1               -            864 1825at3041           -            378   9.2e-67  224.7  67.0   6   6   1.4e-05    0.0018   16.4   0.1   145   194   689   737   685   741 0.86 -
KAI3438814.1               -           2261 1825at3041           -            378   2.5e-58  196.9  72.7   1  13       8.9   1.2e+03   -2.7   0.2   153   205   102   153    97   156 0.84 -
KAI3438814.1               -           2261 1825at3041           -            378   2.5e-58  196.9  72.7   2  13       0.1        13    3.7   0.0    49    87   382   420   373   428 0.67 -
KAI3438814.1               -           2261 1825at3041           -            378   2.5e-58  196.9  72.7   3  13   4.5e-13   5.8e-11   41.0   6.5    25   174   514   675   506   675 0.78 -
KAI3438814.1               -           2261 1825at3041           -            378   2.5e-58  196.9  72.7   4  13    0.0001     0.013   13.5   0.7    18    88   647   717   643   744 0.65 -
KAI3438814.1               -           2261 1825at3041           -            378   2.5e-58  196.9  72.7   5  13     4e-07   5.2e-05   21.5   8.7    27   176   834   995   809   996 0.71 -
KAI3438814.1               -           2261 1825at3041           -            378   2.5e-58  196.9  72.7   6  13   1.6e-11     2e-09   36.0   7.9    53   176   895  1028   886  1030 0.83 -
KAI3438814.1               -           2261 1825at3041           -            378   2.5e-58  196.9  72.7   7  13   2.9e-14   3.7e-12   45.0   4.7    25   184   936  1103   930  1120 0.73 -
KAI3438814.1               -           2261 1825at3041           -            378   2.5e-58  196.9  72.7   8  13   0.00013     0.017   13.2   0.0    21   133  1028  1144  1027  1159 0.86 -
KAI3438814.1               -           2261 1825at3041           -            378   2.5e-58  196.9  72.7   9  13    0.0001     0.013   13.5   0.1    40    86  1160  1206  1145  1211 0.83 -
KAI3438814.1               -           2261 1825at3041           -            378   2.5e-58  196.9  72.7  10  13   4.4e-06   0.00057   18.0   0.0    19    85  1209  1275  1205  1284 0.90 -
KAI3438814.1               -           2261 1825at3041           -            378   2.5e-58  196.9  72.7  11  13   2.6e-13   3.4e-11   41.8   3.2    53   200  1293  1445  1290  1457 0.85 -
KAI3438814.1               -           2261 1825at3041           -            378   2.5e-58  196.9  72.7  12  13    0.0001     0.013   13.5   0.1   143   179  1456  1492  1447  1497 0.88 -
KAI3438814.1               -           2261 1825at3041           -            378   2.5e-58  196.9  72.7  13  13   1.8e-10   2.3e-08   32.5   1.0    27    98  1495  1569  1488  1571 0.89 -
KAI3431598.1               -           1385 1825at3041           -            378   1.3e-56  191.4 151.6   1  11     0.005      0.65    8.0   0.2   149   179   146   176   124   183 0.77 -
KAI3431598.1               -           1385 1825at3041           -            378   1.3e-56  191.4 151.6   2  11   2.8e-12   3.6e-10   38.5  22.8     3   205   154   371   153   380 0.81 -
KAI3431598.1               -           1385 1825at3041           -            378   1.3e-56  191.4 151.6   3  11   1.5e-07   1.9e-05   22.9  10.8    94   202   354   470   352   477 0.79 -
KAI3431598.1               -           1385 1825at3041           -            378   1.3e-56  191.4 151.6   4  11   4.7e-08     6e-06   24.5  20.9    27   181   452   620   442   623 0.76 -
KAI3431598.1               -           1385 1825at3041           -            378   1.3e-56  191.4 151.6   5  11   4.2e-06   0.00055   18.1   3.0   146   202   619   674   615   681 0.85 -
KAI3431598.1               -           1385 1825at3041           -            378   1.3e-56  191.4 151.6   6  11   0.00016      0.02   12.9   3.0   147   200   654   706   650   717 0.84 -
KAI3431598.1               -           1385 1825at3041           -            378   1.3e-56  191.4 151.6   7  11   3.3e-12   4.3e-10   38.2  21.4    24   200   721   910   707   924 0.81 -
KAI3431598.1               -           1385 1825at3041           -            378   1.3e-56  191.4 151.6   8  11   3.6e-05    0.0047   15.0   0.7   146   182   925   961   918   964 0.87 -
KAI3431598.1               -           1385 1825at3041           -            378   1.3e-56  191.4 151.6   9  11   5.4e-16     7e-14   50.7  17.3    27   182   962  1131   958  1136 0.82 -
KAI3431598.1               -           1385 1825at3041           -            378   1.3e-56  191.4 151.6  10  11   6.1e-06   0.00079   17.6   3.3   153   201  1136  1183  1129  1200 0.84 -
KAI3431598.1               -           1385 1825at3041           -            378   1.3e-56  191.4 151.6  11  11     0.053       6.9    4.6   0.5   152   194  1203  1243  1194  1259 0.80 -
KAI3436441.1               -            605 1825at3041           -            378   6.2e-51  172.6  16.3   1   3   1.7e-05    0.0022   16.1   3.8    62   165    70   164    64   219 0.79 -
KAI3436441.1               -            605 1825at3041           -            378   6.2e-51  172.6  16.3   2   3   5.6e-35   7.3e-33  113.1   2.8   222   313   282   385   262   410 0.86 -
KAI3436441.1               -            605 1825at3041           -            378   6.2e-51  172.6  16.3   3   3     2e-15   2.6e-13   48.8   0.0   326   378   434   487   414   487 0.90 -
KAI3429409.1               -           2003 1825at3041           -            378   2.8e-46  157.3  21.0   1   5   3.1e-12     4e-10   38.3   0.3    33   131   293   391   264   397 0.87 -
KAI3429409.1               -           2003 1825at3041           -            378   2.8e-46  157.3  21.0   2   5   4.5e-13   5.8e-11   41.0   0.4    29   172   453   607   447   615 0.88 -
KAI3429409.1               -           2003 1825at3041           -            378   2.8e-46  157.3  21.0   3   5   1.3e-13   1.7e-11   42.8   1.3    22   133   613   727   607   727 0.93 -
KAI3429409.1               -           2003 1825at3041           -            378   2.8e-46  157.3  21.0   4   5   9.8e-12   1.3e-09   36.6   0.1    11   160   701   866   698   901 0.80 -
KAI3429409.1               -           2003 1825at3041           -            378   2.8e-46  157.3  21.0   5   5   1.6e-06    0.0002   19.5   0.2    46   112  1195  1264  1178  1305 0.74 -
KAI3438778.1               -            440 1825at3041           -            378   1.5e-45  154.9   8.7   1   5   3.4e-15   4.5e-13   48.0   0.0    33   142    14   127     2   132 0.89 -
KAI3438778.1               -            440 1825at3041           -            378   1.5e-45  154.9   8.7   2   5   1.8e-13   2.3e-11   42.4   0.1     4    96   137   232   134   239 0.90 -
KAI3438778.1               -            440 1825at3041           -            378   1.5e-45  154.9   8.7   3   5   2.8e-06   0.00036   18.7   0.0    24    86   278   340   275   340 0.90 -
KAI3438778.1               -            440 1825at3041           -            378   1.5e-45  154.9   8.7   4   5     2e-06   0.00026   19.2   0.2    45    87   332   374   324   381 0.91 -
KAI3438778.1               -            440 1825at3041           -            378   1.5e-45  154.9   8.7   5   5   1.6e-07   2.1e-05   22.8   0.2   150   197   381   427   376   437 0.87 -
KAI3434439.1               -            625 1825at3041           -            378     4e-42  143.6  18.5   1   4   2.5e-09   3.2e-07   28.7   0.2     4    90     3    90     1    94 0.90 -
KAI3434439.1               -            625 1825at3041           -            378     4e-42  143.6  18.5   2   4   1.1e-08   1.4e-06   26.7   0.2    24   101    90   169    87   171 0.87 -
KAI3434439.1               -            625 1825at3041           -            378     4e-42  143.6  18.5   3   4   4.6e-19     6e-17   60.7   3.1    22   198   152   335   149   336 0.87 -
KAI3434439.1               -            625 1825at3041           -            378     4e-42  143.6  18.5   4   4   4.3e-15   5.6e-13   47.7   1.1    19   171   313   479   304   494 0.82 -
KAI3424438.1               -            760 1825at3041           -            378   1.2e-40  138.8  33.0   1   5   1.2e-11   1.6e-09   36.3   4.0    31   133     2   108     1   108 0.92 -
KAI3424438.1               -            760 1825at3041           -            378   1.2e-40  138.8  33.0   2   5   2.7e-07   3.5e-05   22.0   0.4    24    89    63   128    60   131 0.93 -
KAI3424438.1               -            760 1825at3041           -            378   1.2e-40  138.8  33.0   3   5   1.8e-09   2.4e-07   29.2   0.3    21    89   128   196   125   199 0.94 -
KAI3424438.1               -            760 1825at3041           -            378   1.2e-40  138.8  33.0   4   5   1.8e-16   2.3e-14   52.2   8.1    22   183   197   369   194   373 0.89 -
KAI3424438.1               -            760 1825at3041           -            378   1.2e-40  138.8  33.0   5   5   2.3e-10     3e-08   32.1   0.5    22    93   363   434   361   464 0.85 -
KAI3436821.1               -            807 1825at3041           -            378   3.1e-37  127.5  33.5   1   4    0.0068      0.88    7.5   0.1    65   109    96   144    76   154 0.78 -
KAI3436821.1               -            807 1825at3041           -            378   3.1e-37  127.5  33.5   2   4   1.6e-15     2e-13   49.1   5.1    25   204   157   349   144   354 0.83 -
KAI3436821.1               -            807 1825at3041           -            378   3.1e-37  127.5  33.5   3   4   8.4e-15   1.1e-12   46.7   7.6    24   205   360   554   353   563 0.83 -
KAI3436821.1               -            807 1825at3041           -            378   3.1e-37  127.5  33.5   4   4   3.1e-11     4e-09   35.0   2.8    90   172   569   660   557   683 0.76 -
KAI3434863.1               -            762 1825at3041           -            378   5.4e-34  116.8  64.4   1   5   9.8e-09   1.3e-06   26.8   6.6    22   108   107   206    74   211 0.58 -
KAI3434863.1               -            762 1825at3041           -            378   5.4e-34  116.8  64.4   2   5   8.7e-16   1.1e-13   50.0  18.6    17   173   140   323   137   323 0.75 -
KAI3434863.1               -            762 1825at3041           -            378   5.4e-34  116.8  64.4   3   5   1.6e-08     2e-06   26.1   4.2    43   134   319   420   317   425 0.77 -
KAI3434863.1               -            762 1825at3041           -            378   5.4e-34  116.8  64.4   4   5   1.9e-11   2.5e-09   35.7  16.9    42   171   429   580   421   582 0.76 -
KAI3434863.1               -            762 1825at3041           -            378   5.4e-34  116.8  64.4   5   5   9.1e-07   0.00012   20.3   2.8    23    76   554   611   551   630 0.77 -
KAI3434440.1               -            421 1825at3041           -            378   2.8e-27   94.8  11.3   1   2   3.2e-27   4.2e-25   87.6   7.8    15   199    71   263    58   265 0.89 -
KAI3434440.1               -            421 1825at3041           -            378   2.8e-27   94.8  11.3   2   2   6.8e-06   0.00088   17.4   0.2    22    85   243   307   241   313 0.82 -
KAI3430453.1               -            370 1825at3041           -            378   1.9e-26   92.0  26.6   1   3   1.7e-17   2.3e-15   55.6   7.7     3   173    49   232    47   235 0.84 -
KAI3430453.1               -            370 1825at3041           -            378   1.9e-26   92.0  26.6   2   3   1.9e-12   2.5e-10   39.0   3.7    31   133   212   319   210   323 0.81 -
KAI3430453.1               -            370 1825at3041           -            378   1.9e-26   92.0  26.6   3   3   1.1e-07   1.4e-05   23.3   0.7    22   105   271   358   267   366 0.84 -
KAI3424461.1               -            578 1825at3041           -            378   4.6e-24   84.2  16.1   1   3   8.1e-06    0.0011   17.2   0.3    48    87     8    47     2    47 0.93 -
KAI3424461.1               -            578 1825at3041           -            378   4.6e-24   84.2  16.1   2   3   3.2e-08   4.1e-06   25.1   0.1    45    89    38    82    34    88 0.93 -
KAI3424461.1               -            578 1825at3041           -            378   4.6e-24   84.2  16.1   3   3   8.8e-17   1.1e-14   53.3   7.4    30   178    91   250    83   276 0.81 -
