#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAI3424957.1                 -            256 6146at3041           -            201   1.3e-67  226.3   0.0   1   1   1.1e-69   3.1e-67  225.1   0.0     5   200    20   250    15   251 0.79 -
KAI3432597.1                 -            182 6146at3041           -            201   2.3e-17   62.3   0.0   1   1   9.4e-20   2.7e-17   62.1   0.0    25   149    23   145    11   171 0.84 -
KAI3424065.1                 -            182 6146at3041           -            201   3.4e-15   55.2   0.0   1   1   1.5e-17   4.3e-15   54.9   0.0    19   139    14   133     3   145 0.84 -
KAI3436656.1                 -            194 6146at3041           -            201   1.3e-14   53.3   0.0   1   1   6.1e-17   1.7e-14   52.9   0.0    20   142    18   139     4   147 0.86 -
KAI3438324.1                 -            190 6146at3041           -            201   3.1e-14   52.1   0.0   1   1   1.4e-16     4e-14   51.7   0.0    21   137    20   135     8   151 0.88 -
KAI3427949.1                 -            182 6146at3041           -            201   6.4e-13   47.8   0.0   1   1   2.9e-15   8.3e-13   47.4   0.0    19   136    13   129     2   138 0.79 -
KAI3428664.1                 -            193 6146at3041           -            201   1.8e-12   46.3   0.0   1   1   8.9e-15   2.5e-12   45.8   0.0    20   144    15   138     9   142 0.83 -
KAI3425012.1                 -            725 6146at3041           -            201   6.9e-12   44.4   0.0   1   2       6.7   1.9e+03   -2.7   0.0    34    75   134   179   132   180 0.61 -
KAI3425012.1                 -            725 6146at3041           -            201   6.9e-12   44.4   0.0   2   2   6.9e-14     2e-11   42.9   0.0    12   146   546   678   540   688 0.84 -
KAI3433347.1                 -            202 6146at3041           -            201   5.3e-09   35.0   0.0   1   2   0.00044      0.13   10.9   0.0    19    44    14    39     7    49 0.89 -
KAI3433347.1                 -            202 6146at3041           -            201   5.3e-09   35.0   0.0   2   2   1.5e-07   4.3e-05   22.2   0.0    70   145    74   146    63   180 0.87 -
KAI3432869.1                 -            683 6146at3041           -            201   5.6e-08   31.7   0.0   1   1     7e-10     2e-07   29.8   0.0    46    99   130   183    73   226 0.93 -
KAI3429564.1                 -            206 6146at3041           -            201   2.9e-05   22.8   0.0   1   1   1.8e-07     5e-05   22.0   0.0    21    97    15    97     8   142 0.75 -
KAI3429758.1                 -            991 6146at3041           -            201   0.00012   20.7   0.0   1   1   1.1e-06   0.00032   19.4   0.0    60    99   211   250   196   266 0.86 -
SIDB01000009.2322981.2330027 -           1207 6146at3041           -            201   0.00014   20.6   0.1   1   1     1e-06    0.0003   19.5   0.1    21   115   349   444   344   484 0.73 -
KAI3435810.1                 -            205 6146at3041           -            201   0.00023   19.9   0.0   1   1   1.1e-06   0.00032   19.4   0.0    25   145    13   135     9   177 0.75 -
KAI3433359.1                 -            213 6146at3041           -            201   0.00085   18.0   0.1   1   2     2e-05    0.0058   15.3   0.0    25    99    14    95     6   104 0.76 -
KAI3433359.1                 -            213 6146at3041           -            201   0.00085   18.0   0.1   2   2      0.83   2.4e+02    0.2   0.1   141   196   112   166   104   171 0.53 -
KAI3431454.1                 -            199 6146at3041           -            201   0.00095   17.8   0.0   1   1   4.8e-06    0.0014   17.3   0.0    23    98     8    88     3   128 0.77 -
KAI3428840.1                 -           1385 6146at3041           -            201    0.0018   17.0   0.3   1   2     0.024       6.9    5.2   0.1    20    42   455   477   437   479 0.83 -
KAI3428840.1                 -           1385 6146at3041           -            201    0.0018   17.0   0.3   2   2    0.0015      0.42    9.2   0.0     9    43  1140  1174  1132  1177 0.82 -
KAI3436414.1                 -            353 6146at3041           -            201    0.0022   16.7   0.0   1   2    0.0023      0.66    8.6   0.0    20    44    24    48    18    53 0.86 -
KAI3436414.1                 -            353 6146at3041           -            201    0.0022   16.7   0.0   2   2     0.019       5.4    5.6   0.0   120   144   185   209   173   261 0.83 -
KAI3429314.1                 -            769 6146at3041           -            201    0.0023   16.6   0.0   1   1   1.5e-05    0.0044   15.7   0.0    36    99   119   180   108   192 0.73 -
KAI3436354.1                 -            218 6146at3041           -            201    0.0049   15.5   0.0   1   1   2.7e-05    0.0078   14.9   0.0    24   137    14   130    10   151 0.77 -
KAI3433726.1                 -            470 6146at3041           -            201    0.0062   15.2   0.4   1   2    0.0013      0.37    9.4   0.0    22    45   171   194   166   212 0.90 -
KAI3433726.1                 -            470 6146at3041           -            201    0.0062   15.2   0.4   2   2     0.072        21    3.7   0.1    76   108   231   264   226   267 0.82 -
KAI3431512.1                 -            690 6146at3041           -            201    0.0065   15.1   0.1   1   2     0.029       8.4    5.0   0.0    22    39   277   294   270   308 0.84 -
KAI3431512.1                 -            690 6146at3041           -            201    0.0065   15.1   0.1   2   2    0.0046       1.3    7.6   0.0    77   121   359   403   357   436 0.85 -
KAI3437877.1                 -            225 6146at3041           -            201     0.011   14.4   0.0   1   1   6.8e-05     0.019   13.6   0.0    24   137    16   132    10   141 0.72 -
KAI3432686.1                 -            687 6146at3041           -            201     0.013   14.1   2.9   1   3      0.65   1.9e+02    0.6   0.0    24    49   219   244   215   248 0.84 -
KAI3432686.1                 -            687 6146at3041           -            201     0.013   14.1   2.9   2   3      0.13        37    2.9   0.2    70   141   298   361   270   373 0.62 -
KAI3432686.1                 -            687 6146at3041           -            201     0.013   14.1   2.9   3   3    0.0087       2.5    6.7   0.4    24    56   416   448   408   519 0.78 -
KAI3430444.1                 -            645 6146at3041           -            201     0.025   13.2   0.0   1   1   0.00019     0.054   12.1   0.0    64    99   112   147    98   192 0.86 -
KAI3431850.1                 -            632 6146at3041           -            201     0.031   12.9   0.0   1   1   0.00024      0.07   11.8   0.0    59    98    73   112    19   124 0.85 -
KAI3434558.1                 -            535 6146at3041           -            201     0.032   12.8   0.4   1   3     0.026       7.3    5.1   0.0    23    43    36    56    28    71 0.85 -
KAI3434558.1                 -            535 6146at3041           -            201     0.032   12.8   0.4   2   3      0.39   1.1e+02    1.3   0.0    76   109    82   118    77   122 0.70 -
KAI3434558.1                 -            535 6146at3041           -            201     0.032   12.8   0.4   3   3      0.19        55    2.3   0.0    24    49   309   334   303   343 0.82 -
KAI3436570.1                 -            628 6146at3041           -            201     0.034   12.8   0.3   1   2   0.00095      0.27    9.8   0.3    22   113   323   429   307   434 0.72 -
KAI3436570.1                 -            628 6146at3041           -            201     0.034   12.8   0.3   2   2       2.8     8e+02   -1.5   0.0   122   141   471   490   470   494 0.83 -
KAI3438222.1                 -           1018 6146at3041           -            201     0.035   12.7   0.1   1   2      0.02       5.7    5.5   0.0    24   108   337   413   331   419 0.61 -
KAI3438222.1                 -           1018 6146at3041           -            201     0.035   12.7   0.1   2   2      0.15        42    2.7   0.0    23    43   713   733   703   760 0.79 -
KAI3431868.1                 -            688 6146at3041           -            201      0.04   12.5   3.7   1   3     0.031       8.9    4.9   0.0    18    41   112   135   101   157 0.84 -
KAI3431868.1                 -            688 6146at3041           -            201      0.04   12.5   3.7   2   3    0.0072       2.1    7.0   0.0    20    46   443   469   438   479 0.81 -
KAI3431868.1                 -            688 6146at3041           -            201      0.04   12.5   3.7   3   3       3.3   9.3e+02   -1.7   0.7    47    80   649   682   627   686 0.51 -
