#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PSC72157.1           -           1271 256at3041            -            948         0 1338.4  98.6   1   3  4.4e-265  4.9e-262  871.4  66.3     2   675    22   825    21   833 0.82 -
PSC72157.1           -           1271 256at3041            -            948         0 1338.4  98.6   2   3   8.3e-06    0.0093   13.3  20.5   643   785   820   971   810   989 0.59 -
PSC72157.1           -           1271 256at3041            -            948         0 1338.4  98.6   3   3  3.5e-139  3.9e-136  454.7   0.6   739   948  1024  1234   987  1234 0.93 -
PSC68712.1           -           1256 256at3041            -            948   1.8e-72  244.0  93.5   1   4   2.9e-29   3.2e-26   90.9   1.2     9   233    13   236     7   245 0.86 -
PSC68712.1           -           1256 256at3041            -            948   1.8e-72  244.0  93.5   2   4   2.7e-10     3e-07   28.1  59.7   193   715   268   820   250   825 0.66 -
PSC68712.1           -           1256 256at3041            -            948   1.8e-72  244.0  93.5   3   4         9     1e+04   -7.4  26.6   271   421   776   927   761   949 0.55 -
PSC68712.1           -           1256 256at3041            -            948   1.8e-72  244.0  93.5   4   4   9.4e-43   1.1e-39  135.5   0.0   736   930  1024  1230  1009  1238 0.90 -
PSC74142.1           -           1200 256at3041            -            948   1.3e-51  175.0  71.7   1   3   5.2e-30   5.8e-27   93.4  19.4     5   448     2   465     1   471 0.69 -
PSC74142.1           -           1200 256at3041            -            948   1.3e-51  175.0  71.7   2   3   1.2e-07   0.00013   19.4  23.0   434   700   515   811   466   818 0.55 -
PSC74142.1           -           1200 256at3041            -            948   1.3e-51  175.0  71.7   3   3   6.6e-24   7.4e-21   73.2  15.2   583   932   813  1155   806  1172 0.76 -
PSC68878.1           -           1271 256at3041            -            948   5.4e-43  146.4  84.7   1   4   5.9e-26   6.6e-23   79.9  30.7     5   436     2   448     1   454 0.72 -
PSC68878.1           -           1271 256at3041            -            948   5.4e-43  146.4  84.7   2   4   2.5e-10   2.8e-07   28.2  16.5   352   718   436   815   421   819 0.64 -
PSC68878.1           -           1271 256at3041            -            948   5.4e-43  146.4  84.7   3   4         9     1e+04   -8.8  34.2   581   825   807  1047   780  1054 0.56 -
PSC68878.1           -           1271 256at3041            -            948   5.4e-43  146.4  84.7   4   4     9e-17     1e-13   49.6   0.0   853   942  1100  1193  1096  1198 0.85 -
PSC73477.1           -           1585 256at3041            -            948   2.4e-40  137.7  10.0   1   5   4.8e-10   5.3e-07   27.3   0.1    14    72   350   408   347   420 0.86 -
PSC73477.1           -           1585 256at3041            -            948   2.4e-40  137.7  10.0   2   5         9     1e+04  -16.4  27.7   586   783   518   672   499   704 0.39 -
PSC73477.1           -           1585 256at3041            -            948   2.4e-40  137.7  10.0   3   5      0.22   2.5e+02   -1.4  41.4   194   500   609   929   607   936 0.63 -
PSC73477.1           -           1585 256at3041            -            948   2.4e-40  137.7  10.0   4   5         9     1e+04  -10.7  24.3   547   699  1001  1152   983  1179 0.50 -
PSC73477.1           -           1585 256at3041            -            948   2.4e-40  137.7  10.0   5   5   1.4e-38   1.6e-35  121.7   6.3   579   941  1203  1575  1179  1579 0.83 -
PSC72147.1           -            645 256at3041            -            948      0.54    7.4   4.4   1   1   0.00073      0.81    6.8   4.4   578   654   264   339   251   342 0.88 -
PSC72820.1           -            532 256at3041            -            948       3.9    4.6  21.4   1   1    0.0063       7.1    3.7  21.4   303   433    55   186    15   224 0.68 -
PSC70956.1           -            922 256at3041            -            948       6.2    3.9  15.4   1   1     0.008         9    3.4  15.4   347   464   454   572   441   608 0.77 -
PSC76417.1           -            308 256at3041            -            948       6.4    3.9  16.9   1   2       1.8   2.1e+03   -4.4   5.4   378   428    42    92    23   109 0.48 -
PSC76417.1           -            308 256at3041            -            948       6.4    3.9  16.9   2   2   5.1e-06    0.0057   14.0   3.7   356   433   133   209   114   217 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/256at3041.hmm
# Target file:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/micractinium_conductrix.prot.fasta
# Option settings: hmmsearch --domtblout /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/Busco_conductrix/run_chlorophyta_odb10/hmmer_output/initial_run_results/256at3041.out --cpu 1 /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/256at3041.hmm /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/micractinium_conductrix.prot.fasta 
# Current dir:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco
# Date:            Fri Jul 22 15:16:43 2022
# [ok]
