#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PSC72562.1           -           1262 137at3041            -            908         0 1763.6  32.6   1   4   2.7e-06    0.0054   14.0   4.7     1    54    84   160    84   168 0.68 -
PSC72562.1           -           1262 137at3041            -            908         0 1763.6  32.6   2   4      0.35     7e+02   -2.9   0.0    46    57   269   280   267   283 0.86 -
PSC72562.1           -           1262 137at3041            -            908         0 1763.6  32.6   3   4   3.2e-17   6.4e-14   50.2   2.2    52   116   327   406   320   413 0.77 -
PSC72562.1           -           1262 137at3041            -            908         0 1763.6  32.6   4   4         0         0 1711.0   8.7   100   905   412  1246   406  1248 0.98 -
PSC67504.1           -           1008 137at3041            -            908     1e-05   23.0   0.9   1   1   4.6e-08   9.2e-05   19.9   0.8   569   817   326   578   189   589 0.76 -
PSC67505.1           -           1008 137at3041            -            908     1e-05   23.0   0.9   1   1   4.6e-08   9.2e-05   19.9   0.8   569   817   326   578   189   589 0.76 -
PSC75595.1           -           2657 137at3041            -            908    0.0031   14.8   0.1   1   3     0.025        51    0.9   0.0   273   366  1711  1808  1587  1843 0.82 -
PSC75595.1           -           2657 137at3041            -            908    0.0031   14.8   0.1   2   3      0.29   5.8e+02   -2.6   0.0   482   546  1906  1970  1850  2013 0.61 -
PSC75595.1           -           2657 137at3041            -            908    0.0031   14.8   0.1   3   3   3.2e-05     0.064   10.5   0.0   527   603  2300  2376  2257  2401 0.87 -
PSC72707.1           -           1926 137at3041            -            908     0.046   10.9   1.0   1   2   6.9e-05      0.14    9.3   0.0   251   367   424   547   418   564 0.73 -
PSC72707.1           -           1926 137at3041            -            908     0.046   10.9   1.0   2   2      0.08   1.6e+02   -0.8   0.4   312   367  1141  1196  1121  1233 0.69 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/137at3041.hmm
# Target file:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/micractinium_conductrix.prot.fasta
# Option settings: hmmsearch --domtblout /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/Busco_conductrix/run_chlorophyta_odb10/hmmer_output/initial_run_results/137at3041.out --cpu 1 /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/137at3041.hmm /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/micractinium_conductrix.prot.fasta 
# Current dir:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco
# Date:            Fri Jul 22 15:15:44 2022
# [ok]
