#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7   1  23  1.3e-154  2.5e-151  504.5   0.7     1   485     1   605     1   615 0.81 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7   2  23   5.7e-49   1.1e-45  154.1   4.5   470   651   616   837   611   842 0.87 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7   3  23   2.8e-11   5.6e-08   29.1   0.0   716   774  1211  1270  1200  1277 0.82 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7   4  23   2.4e-06    0.0048   12.7   0.0   778   844  1339  1419  1306  1427 0.81 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7   5  23   1.5e-09     3e-06   23.3   0.2   828   874  1431  1477  1427  1481 0.86 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7   6  23   9.1e-13   1.8e-09   34.0   0.0   875   976  1548  1691  1542  1696 0.75 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7   7  23   2.5e-62     5e-59  198.4   0.2   975  1176  1772  2009  1766  2013 0.86 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7   8  23      0.04        82   -1.3   0.1  1195  1232  2207  2244  2204  2285 0.68 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7   9  23   8.1e-22   1.6e-18   64.0   4.2  1275  1366  2380  2485  2376  2511 0.79 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7  10  23   2.3e-14   4.5e-11   39.3   0.0  1373  1429  2614  2675  2587  2679 0.82 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7  11  23   1.1e-16   2.1e-13   47.1   5.9  1322  1527  2709  2939  2701  2948 0.71 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7  12  23      0.01        21    0.7   0.2  1570  1598  3326  3355  3318  3371 0.83 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7  13  23   1.3e-21   2.6e-18   63.3   2.6  1605  1670  3414  3485  3405  3500 0.85 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7  14  23    0.0016       3.2    3.4   0.0  1669  1700  3509  3542  3502  3548 0.81 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7  15  23   7.5e-15   1.5e-11   40.9   0.1  1709  1777  3636  3717  3617  3732 0.80 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7  16  23   3.5e-06     0.007   12.2   0.1  1789  1821  3791  3823  3779  3863 0.85 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7  17  23   2.2e-07   0.00045   16.1   0.3  1860  1906  3985  4034  3969  4045 0.79 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7  18  23      0.26   5.3e+02   -4.0   0.0  1925  1955  4420  4453  4400  4457 0.83 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7  19  23   5.9e-13   1.2e-09   34.6   0.1  1935  2028  4531  4624  4523  4721 0.83 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7  20  23   1.8e-26   3.7e-23   79.4   2.0  2029  2108  4722  4804  4718  4823 0.94 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7  21  23     0.029        58   -0.8   0.1  2153  2176  4934  4957  4932  4964 0.86 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7  22  23   1.4e-08   2.8e-05   20.2   0.1  1376  1420  4997  5044  4993  5059 0.78 -
PSC72540.1           -           5969 64at3041             -           2183         0 1331.1 119.7  23  23   3.4e-11   6.8e-08   28.8   4.4  1320  1480  5015  5188  5012  5194 0.71 -
PSC70464.1           -           4847 64at3041             -           2183   2.1e-37  126.7  29.8   1   7   8.1e-32   1.6e-28   97.2   0.1     1   176     1   186     1   190 0.81 -
PSC70464.1           -           4847 64at3041             -           2183   2.1e-37  126.7  29.8   2   7      0.01        21    0.7   0.9   296   337   354   403   344   432 0.68 -
PSC70464.1           -           4847 64at3041             -           2183   2.1e-37  126.7  29.8   3   7   2.6e-06    0.0052   12.6   0.3  1458  1533  2336  2415  2312  2461 0.64 -
PSC70464.1           -           4847 64at3041             -           2183   2.1e-37  126.7  29.8   4   7   3.8e-06    0.0077   12.0   0.1  1725  1778  2923  2976  2915  2989 0.90 -
PSC70464.1           -           4847 64at3041             -           2183   2.1e-37  126.7  29.8   5   7       1.1   2.3e+03   -6.1   2.6   487   534  3671  3720  3648  3725 0.72 -
PSC70464.1           -           4847 64at3041             -           2183   2.1e-37  126.7  29.8   6   7   0.00015      0.29    6.8   0.0  1972  2028  3796  3854  3788  3858 0.87 -
PSC70464.1           -           4847 64at3041             -           2183   2.1e-37  126.7  29.8   7   7   2.7e-07   0.00054   15.9   0.1  2029  2119  4043  4136  4037  4153 0.86 -
PSC70465.1           -           4849 64at3041             -           2183   2.1e-37  126.7  29.8   1   7   8.1e-32   1.6e-28   97.2   0.1     1   176     1   186     1   190 0.81 -
PSC70465.1           -           4849 64at3041             -           2183   2.1e-37  126.7  29.8   2   7      0.01        21    0.7   0.9   296   337   354   403   344   432 0.68 -
PSC70465.1           -           4849 64at3041             -           2183   2.1e-37  126.7  29.8   3   7   2.6e-06    0.0052   12.6   0.3  1458  1533  2336  2415  2312  2461 0.64 -
PSC70465.1           -           4849 64at3041             -           2183   2.1e-37  126.7  29.8   4   7   3.8e-06    0.0077   12.0   0.1  1725  1778  2923  2976  2915  2989 0.90 -
PSC70465.1           -           4849 64at3041             -           2183   2.1e-37  126.7  29.8   5   7       1.1   2.3e+03   -6.1   2.6   487   534  3673  3722  3650  3727 0.72 -
PSC70465.1           -           4849 64at3041             -           2183   2.1e-37  126.7  29.8   6   7   0.00015      0.29    6.8   0.0  1972  2028  3798  3856  3790  3860 0.87 -
PSC70465.1           -           4849 64at3041             -           2183   2.1e-37  126.7  29.8   7   7   2.7e-07   0.00054   15.9   0.1  2029  2119  4045  4138  4039  4155 0.86 -
PSC69312.1           -           1460 64at3041             -           2183   2.4e-14   50.2   0.0   1   2     0.062   1.2e+02   -1.9   0.0  1559  1603   664   707   606   711 0.69 -
PSC69312.1           -           1460 64at3041             -           2183   2.4e-14   50.2   0.0   2   2   3.6e-17   7.2e-14   48.6   0.1  1611  1674   749   823   733   861 0.83 -
PSC75055.1           -            624 64at3041             -           2183   1.5e-07   27.7   9.1   1   2   7.2e-11   1.5e-07   27.7   9.1  2029  2091    47   109    43   118 0.94 -
PSC75055.1           -            624 64at3041             -           2183   1.5e-07   27.7   9.1   2   2       2.5     5e+03   -7.2   4.7   387   387   436   436   376   482 0.52 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/64at3041.hmm
# Target file:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/micractinium_conductrix.prot.fasta
# Option settings: hmmsearch --domtblout /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/Busco_conductrix/run_chlorophyta_odb10/hmmer_output/initial_run_results/64at3041.out --cpu 1 /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/64at3041.hmm /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/micractinium_conductrix.prot.fasta 
# Current dir:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco
# Date:            Fri Jul 22 15:21:27 2022
# [ok]
