#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
XP_005845341.1       -            322 5422at3041           -            330  8.5e-124  411.9  21.2   1   2  5.9e-120  4.1e-117  389.9  16.4    67   310     1   272     1   274 0.93 -
XP_005845341.1       -            322 5422at3041           -            330  8.5e-124  411.9  21.2   2   2   3.8e-08   2.6e-05   22.5   0.2   310   329   295   314   282   315 0.87 -
XP_005847912.1       -          11465 5422at3041           -            330   6.8e-86  287.3 185.9   1  10   8.4e-13   5.9e-10   37.7  11.9    82   274   592   785   562   794 0.83 -
XP_005847912.1       -          11465 5422at3041           -            330   6.8e-86  287.3 185.9   2  10   1.4e-08     1e-05   23.8  11.6    66   273  1315  1525  1287  1575 0.79 -
XP_005847912.1       -          11465 5422at3041           -            330   6.8e-86  287.3 185.9   3  10   7.6e-11   5.3e-08   31.3  15.0    93   277  2261  2447  2238  2490 0.82 -
XP_005847912.1       -          11465 5422at3041           -            330   6.8e-86  287.3 185.9   4  10   1.1e-06   0.00074   17.7   3.4   165   302  3364  3519  3349  3526 0.75 -
XP_005847912.1       -          11465 5422at3041           -            330   6.8e-86  287.3 185.9   5  10   5.1e-18   3.5e-15   54.9  14.5    65   275  4964  5178  4947  5222 0.85 -
XP_005847912.1       -          11465 5422at3041           -            330   6.8e-86  287.3 185.9   6  10   6.1e-15   4.3e-12   44.8  14.6    94   326  5728  5983  5684  5987 0.76 -
XP_005847912.1       -          11465 5422at3041           -            330   6.8e-86  287.3 185.9   7  10       3.3   2.3e+03   -3.6   0.5    94   136  6656  6697  6651  6729 0.69 -
XP_005847912.1       -          11465 5422at3041           -            330   6.8e-86  287.3 185.9   8  10   5.2e-16   3.6e-13   48.3  18.4    67   305  7225  7476  7208  7486 0.78 -
XP_005847912.1       -          11465 5422at3041           -            330   6.8e-86  287.3 185.9   9  10   6.5e-16   4.6e-13   48.0  17.8    51   303  8761  9028  8746  9043 0.84 -
XP_005847912.1       -          11465 5422at3041           -            330   6.8e-86  287.3 185.9  10  10   1.6e-11   1.1e-08   33.5   8.2    49   273  9664  9902  9632  9911 0.81 -
XP_005843858.1       -            465 5422at3041           -            330     8e-81  270.7   8.6   1   3     0.013         9    4.3   0.0     1    36    48    87    48   103 0.75 -
XP_005843858.1       -            465 5422at3041           -            330     8e-81  270.7   8.6   2   3   2.5e-79   1.7e-76  256.4   6.8    59   303   152   409   112   420 0.94 -
XP_005843858.1       -            465 5422at3041           -            330     8e-81  270.7   8.6   3   3   0.00091      0.63    8.1   0.1   310   328   441   459   429   461 0.81 -
XP_005847731.1       -            394 5422at3041           -            330     6e-80  267.8   7.8   1   2     4e-79   2.8e-76  255.7   4.1    58   303    80   336    74   347 0.94 -
XP_005847731.1       -            394 5422at3041           -            330     6e-80  267.8   7.8   2   2   2.2e-05     0.016   13.3   0.1   311   329   371   389   367   390 0.89 -
XP_005843879.1       -            233 5422at3041           -            330   9.8e-16   56.7   3.4   1   1   1.7e-18   1.2e-15   56.5   3.4    79   257    47   231    12   232 0.82 -
XP_005843883.1       -            366 5422at3041           -            330     1e-14   53.4   7.6   1   1   1.9e-17   1.3e-14   53.0   7.6    86   304   117   352    66   363 0.80 -
XP_005843876.1       -            251 5422at3041           -            330   2.1e-13   49.1   2.6   1   1   3.8e-16   2.6e-13   48.8   2.6    84   258    78   251    16   251 0.75 -
XP_005843880.1       -            233 5422at3041           -            330   1.5e-11   43.0   4.1   1   1   2.6e-14   1.8e-11   42.7   4.1   101   258    77   233    23   233 0.87 -
XP_005843878.1       -            305 5422at3041           -            330     3e-11   42.0  12.4   1   1   5.4e-14   3.8e-11   41.7  12.4    98   303    57   276    26   288 0.83 -
XP_005843877.1       -            236 5422at3041           -            330   1.5e-10   39.7   0.4   1   1   2.6e-13   1.8e-10   39.4   0.4    65   258    46   236     7   236 0.80 -
XP_005847911.1       -            254 5422at3041           -            330   1.2e-09   36.7   4.7   1   1   3.5e-12   2.4e-09   35.7   4.7    88   204    37   152     9   239 0.77 -
XP_005843881.1       -            259 5422at3041           -            330   6.3e-06   24.5   2.7   1   1   1.1e-08   7.4e-06   24.3   2.7    85   257    50   223    38   256 0.75 -
XP_005844265.1       -            401 5422at3041           -            330    0.0048   15.0   8.1   1   3   0.00044      0.31    9.1   0.4   114   152    86   124    31   128 0.85 -
