#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
XP_005851157.1       -            874 363at3041            -            702         0 1252.9   5.1   1   3  2.1e-204  2.3e-201  669.6   2.1     2   334     3   361     2   374 0.93 -
XP_005851157.1       -            874 363at3041            -            702         0 1252.9   5.1   2   3   1.2e-78   1.4e-75  253.9   0.1   338   486   428   597   411   610 0.90 -
XP_005851157.1       -            874 363at3041            -            702         0 1252.9   5.1   3   3  3.8e-101   4.2e-98  328.3   0.0   480   702   621   868   615   868 0.90 -
XP_005843993.1       -            906 363at3041            -            702     6e-28   96.4  10.8   1   6   7.1e-16   7.8e-13   46.5   0.3    11   166    17   189     8   207 0.71 -
XP_005843993.1       -            906 363at3041            -            702     6e-28   96.4  10.8   2   6    0.0018         2    5.4   0.1   224   252   210   238   204   247 0.83 -
XP_005843993.1       -            906 363at3041            -            702     6e-28   96.4  10.8   3   6   1.7e-05     0.019   12.1   0.0   283   329   247   294   240   299 0.87 -
XP_005843993.1       -            906 363at3041            -            702     6e-28   96.4  10.8   4   6      0.02        21    2.1   0.1   340   361   388   409   377   419 0.84 -
XP_005843993.1       -            906 363at3041            -            702     6e-28   96.4  10.8   5   6   5.1e-08   5.5e-05   20.5   0.0   502   530   527   555   520   560 0.92 -
XP_005843993.1       -            906 363at3041            -            702     6e-28   96.4  10.8   6   6     5e-05     0.054   10.6   0.1   608   646   693   733   669   757 0.75 -
XP_005851424.1       -           1114 363at3041            -            702   3.3e-16   57.6   2.6   1   3   4.7e-13   5.2e-10   37.1   0.2     7   146    19   175    12   189 0.73 -
XP_005851424.1       -           1114 363at3041            -            702   3.3e-16   57.6   2.6   2   3    0.0063       6.9    3.7   0.1   335   362   481   506   472   519 0.81 -
XP_005851424.1       -           1114 363at3041            -            702   3.3e-16   57.6   2.6   3   3   3.2e-06    0.0035   14.6   0.0   500   553   614   668   603   684 0.80 -
XP_005844428.1       -           1039 363at3041            -            702   4.9e-16   57.1   1.9   1   5   1.1e-10   1.2e-07   29.3   0.0     8   146    96   247    91   254 0.76 -
XP_005844428.1       -           1039 363at3041            -            702   4.9e-16   57.1   1.9   2   5    0.0003      0.32    8.1   0.0   277   328   370   423   342   427 0.78 -
XP_005844428.1       -           1039 363at3041            -            702   4.9e-16   57.1   1.9   3   5    0.0058       6.3    3.8   0.0   342   362   527   547   519   567 0.82 -
XP_005844428.1       -           1039 363at3041            -            702   4.9e-16   57.1   1.9   4   5   0.00093         1    6.4   0.0   500   531   666   706   644   712 0.75 -
XP_005844428.1       -           1039 363at3041            -            702   4.9e-16   57.1   1.9   5   5    0.0065         7    3.6   0.0   604   637   830   863   798   910 0.77 -
XP_005850252.1       -           1151 363at3041            -            702   2.7e-15   54.6   3.5   1   3   9.9e-12   1.1e-08   32.8   0.6     2   175   337   521   336   534 0.65 -
XP_005850252.1       -           1151 363at3041            -            702   2.7e-15   54.6   3.5   2   3   2.8e-06    0.0031   14.7   0.0   340   529   587   761   577   784 0.84 -
XP_005850252.1       -           1151 363at3041            -            702   2.7e-15   54.6   3.5   3   3    0.0043       4.7    4.2   0.0   606   634   930   958   900   973 0.80 -
XP_005847217.1       -            599 363at3041            -            702   2.9e-12   44.6   1.6   1   3   9.7e-08   0.00011   19.6   0.1    41   154    73   185    59   231 0.85 -
XP_005847217.1       -            599 363at3041            -            702   2.9e-12   44.6   1.6   2   3   1.3e-06    0.0014   15.9   0.0   503   531   359   387   354   397 0.90 -
XP_005847217.1       -            599 363at3041            -            702   2.9e-12   44.6   1.6   3   3   0.00072      0.78    6.8   0.1   606   681   516   595   502   598 0.75 -
