#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
XP_005846245.1       -            913 155at3041            -            596         0 1064.3  22.6   1   4  4.1e-131  1.9e-128  428.7   8.3     1   260   104   397   104   409 0.91 -
XP_005846245.1       -            913 155at3041            -            596         0 1064.3  22.6   2   4   1.8e-12   8.4e-10   36.9   0.0   242   285   465   515   454   534 0.82 -
XP_005846245.1       -            913 155at3041            -            596         0 1064.3  22.6   3   4  1.3e-179  5.8e-177  588.9   0.1   285   579   542   859   532   879 0.94 -
XP_005846245.1       -            913 155at3041            -            596         0 1064.3  22.6   4   4   3.3e-06    0.0015   16.2   1.5   572   596   879   903   867   903 0.87 -
XP_005843888.1       -            317 155at3041            -            596   5.7e-83  278.5   0.0   1   1   1.5e-85   6.9e-83  278.3   0.0   301   594    31   315    25   316 0.93 -
XP_005843716.1       -            305 155at3041            -            596   5.4e-71  239.0   0.0   1   1   1.5e-73   6.8e-71  238.6   0.0   296   562    15   273     9   292 0.94 -
XP_005852059.1       -            312 155at3041            -            596   1.4e-68  231.0   0.0   1   1   3.8e-71   1.8e-68  230.7   0.0   290   561    16   280     6   297 0.91 -
XP_005843955.1       -            304 155at3041            -            596   8.8e-59  198.7   0.0   1   1   2.3e-61   1.1e-58  198.4   0.0   300   564    19   275     4   293 0.92 -
XP_005846371.1       -            345 155at3041            -            596   6.6e-52  176.0   0.0   1   1   1.9e-54   8.7e-52  175.6   0.0   300   553    44   301    37   311 0.88 -
XP_005850656.1       -            546 155at3041            -            596   5.2e-34  116.9   0.0   1   2   2.5e-28   1.2e-25   89.3   0.0   304   451    46   197    37   207 0.86 -
XP_005850656.1       -            546 155at3041            -            596   5.2e-34  116.9   0.0   2   2   6.5e-09     3e-06   25.2   0.0   475   561   243   345   232   374 0.72 -
XP_005850475.1       -            471 155at3041            -            596   1.3e-31  109.0   0.0   1   2   9.1e-27   4.2e-24   84.1   0.0   326   450    16   140     8   147 0.88 -
XP_005850475.1       -            471 155at3041            -            596   1.3e-31  109.0   0.0   2   2   3.8e-08   1.8e-05   22.6   0.0   475   525   193   240   166   247 0.86 -
XP_005845409.1       -            626 155at3041            -            596     3e-20   71.4   6.2   1   2   4.7e-15   2.2e-12   45.4   1.6     2   188     4   212     3   217 0.79 -
XP_005845409.1       -            626 155at3041            -            596     3e-20   71.4   6.2   2   2   1.4e-09   6.5e-07   27.4   0.2     7    96   230   340   226   372 0.70 -
XP_005852197.1       -           4501 155at3041            -            596   3.1e-15   54.8  21.4   1   3   5.2e-10   2.4e-07   28.8   2.9    41   177    29   166    22   208 0.75 -
XP_005852197.1       -           4501 155at3041            -            596   3.1e-15   54.8  21.4   2   3   5.6e-09   2.6e-06   25.4   5.3    51   246   509   712   457   718 0.77 -
XP_005852197.1       -           4501 155at3041            -            596   3.1e-15   54.8  21.4   3   3   2.7e-09   1.3e-06   26.4   1.2    13   147   631   764   621   780 0.80 -
XP_005851222.1       -            335 155at3041            -            596   2.5e-13   48.5   8.4   1   3   0.00023      0.11   10.1   0.1     8    55     3    52     1    54 0.79 -
XP_005851222.1       -            335 155at3041            -            596   2.5e-13   48.5   8.4   2   3   4.6e-09   2.1e-06   25.6   1.0     2   106    49   167    48   212 0.67 -
XP_005851222.1       -            335 155at3041            -            596   2.5e-13   48.5   8.4   3   3   7.4e-07   0.00035   18.4   0.2     1    52   280   332   237   334 0.73 -
XP_005844513.1       -            671 155at3041            -            596   4.9e-11   41.0   2.9   1   2   8.6e-06     0.004   14.8   0.2    56   102   162   210   149   252 0.80 -
XP_005844513.1       -            671 155at3041            -            596   4.9e-11   41.0   2.9   2   2     5e-09   2.3e-06   25.5   0.2    43   156   356   467   339   479 0.82 -
XP_005847095.1       -            394 155at3041            -            596     2e-09   35.6  12.7   1   3    0.0014      0.66    7.5   0.0    63   109    23    69     3    85 0.56 -
XP_005847095.1       -            394 155at3041            -            596     2e-09   35.6  12.7   2   3   1.4e-10   6.6e-08   30.6   5.4    56   204   144   287   140   328 0.74 -
XP_005847095.1       -            394 155at3041            -            596     2e-09   35.6  12.7   3   3      0.23   1.1e+02    0.2   0.1    15    40   351   380   339   391 0.62 -
XP_005846431.1       -           1684 155at3041            -            596     2e-07   29.1   7.9   1   2   5.9e-10   2.8e-07   28.6   3.4    26   189   290   457   268   463 0.76 -
XP_005846431.1       -           1684 155at3041            -            596     2e-07   29.1   7.9   2   2      0.03        14    3.2   0.5   100   159   449   509   448   520 0.79 -
XP_005844650.1       -            427 155at3041            -            596   9.6e-06   23.5  13.0   1   3   2.8e-05     0.013   13.2   3.1   100   174   109   192    93   197 0.78 -
XP_005844650.1       -            427 155at3041            -            596   9.6e-06   23.5  13.0   2   3   0.00059      0.27    8.8   1.5    71   187   200   324   194   328 0.70 -
XP_005844650.1       -            427 155at3041            -            596   9.6e-06   23.5  13.0   3   3     0.002      0.94    7.0   0.1    83   146   330   396   306   420 0.71 -
XP_005846312.1       -            468 155at3041            -            596   2.8e-05   22.0   0.8   1   2      0.14        64    1.0   0.1   101   144   280   328   218   347 0.73 -
XP_005846312.1       -            468 155at3041            -            596   2.8e-05   22.0   0.8   2   2   6.3e-07   0.00029   18.6   0.0    54   146   351   442   346   456 0.76 -
XP_005849353.1       -            620 155at3041            -            596   0.00023   19.0  17.8   1   4    0.0098       4.6    4.8   2.8   107   203    92   194    77   218 0.51 -
XP_005849353.1       -            620 155at3041            -            596   0.00023   19.0  17.8   2   4   1.9e-05     0.009   13.7   2.0    95   187   372   463   335   467 0.80 -
XP_005849353.1       -            620 155at3041            -            596   0.00023   19.0  17.8   3   4   0.00016     0.076   10.6   0.1   105   186   434   519   423   526 0.79 -
XP_005849353.1       -            620 155at3041            -            596   0.00023   19.0  17.8   4   4     0.019         9    3.8   0.1    12    53   541   583   528   597 0.58 -
XP_005850784.1       -            323 155at3041            -            596   0.00023   19.0   0.0   1   1   2.5e-06    0.0012   16.6   0.0     3   138    89   240    87   298 0.66 -
XP_005849950.1       -            927 155at3041            -            596    0.0011   16.7   0.3   1   1   4.5e-06    0.0021   15.8   0.3   112   235   767   893   722   910 0.72 -
