#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
XP_005844646.1       -           2287 45at3041             -           1643         0 2462.5  42.7   1   6         0         0 2144.5   7.6    13  1073   134  1251   113  1259 0.95 -
XP_005844646.1       -           2287 45at3041             -           1643         0 2462.5  42.7   2   6   2.4e-10   1.2e-06   25.1   2.6  1071  1148  1333  1443  1324  1525 0.57 -
XP_005844646.1       -           2287 45at3041             -           1643         0 2462.5  42.7   3   6   1.5e-22   7.2e-19   65.6   0.2  1249  1350  1659  1794  1585  1805 0.69 -
XP_005844646.1       -           2287 45at3041             -           1643         0 2462.5  42.7   4   6   4.7e-51   2.3e-47  160.1   0.3  1355  1495  1829  1979  1821  1988 0.92 -
XP_005844646.1       -           2287 45at3041             -           1643         0 2462.5  42.7   5   6   2.5e-27   1.2e-23   81.4   0.2  1513  1590  2083  2166  2077  2190 0.86 -
XP_005844646.1       -           2287 45at3041             -           1643         0 2462.5  42.7   6   6    0.0034        17    1.4   2.3  1586  1616  2195  2234  2184  2245 0.71 -
XP_005850494.1       -           1012 45at3041             -           1643   6.4e-06   22.7   0.1   1   3    0.0068        33    0.4   0.0   151   176   152   177   148   197 0.86 -
XP_005850494.1       -           1012 45at3041             -           1643   6.4e-06   22.7   0.1   2   3   3.1e-08   0.00015   18.1   0.0   187   437   215   481   200   503 0.63 -
XP_005850494.1       -           1012 45at3041             -           1643   6.4e-06   22.7   0.1   3   3     0.062     3e+02   -2.7   0.0   702   753   594   645   576   652 0.84 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/45at3041.hmm
# Target file:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/chlorella_variabilis.prot.fasta
# Option settings: hmmsearch --domtblout /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/Busco_variabilis/run_chlorophyta_odb10/hmmer_output/initial_run_results/45at3041.out --cpu 1 /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/45at3041.hmm /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/chlorella_variabilis.prot.fasta 
# Current dir:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco
# Date:            Fri Jul 22 15:05:36 2022
# [ok]
