#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PRW60975.1           -           1577 424at3041            -            910         0 1230.7  23.9   1   6   1.4e-21     3e-18   64.4   1.0     3    75    17    96    15   105 0.87 -
PRW60975.1           -           1577 424at3041            -            910         0 1230.7  23.9   2   6  9.4e-179  1.9e-175  584.5   1.8    72   500   382   911   368   915 0.88 -
PRW60975.1           -           1577 424at3041            -            910         0 1230.7  23.9   3   6   2.9e-31   6.1e-28   96.4   0.0   488   541   928   981   924   987 0.92 -
PRW60975.1           -           1577 424at3041            -            910         0 1230.7  23.9   4   6  1.1e-113  2.2e-110  369.2   0.8   540   752  1034  1256  1031  1264 0.95 -
PRW60975.1           -           1577 424at3041            -            910         0 1230.7  23.9   5   6   9.6e-38     2e-34  117.9   0.0   744   875  1277  1462  1268  1476 0.83 -
PRW60975.1           -           1577 424at3041            -            910         0 1230.7  23.9   6   6    0.0013       2.6    5.0   0.0   886   910  1537  1561  1515  1561 0.88 -
PRW18348.1           -           1088 424at3041            -            910     8e-50  168.8   1.8   1   3     4e-09   8.2e-06   23.2   0.0   302   364   350   412   338   459 0.88 -
PRW18348.1           -           1088 424at3041            -            910     8e-50  168.8   1.8   2   3   2.8e-18   5.7e-15   53.5   0.0   428   539   498   609   472   612 0.91 -
PRW18348.1           -           1088 424at3041            -            910     8e-50  168.8   1.8   3   3   2.7e-29   5.7e-26   89.9   0.3   540   748   676   894   669   918 0.81 -
PRW57419.1           -           1982 424at3041            -            910   6.9e-32  109.5   0.0   1   3     0.028        59    0.5   0.0   308   353  1180  1225  1168  1248 0.80 -
PRW57419.1           -           1982 424at3041            -            910   6.9e-32  109.5   0.0   2   3   2.3e-15   4.8e-12   43.8   0.0   430   539  1331  1440  1324  1451 0.92 -
PRW57419.1           -           1982 424at3041            -            910   6.9e-32  109.5   0.0   3   3   1.7e-20   3.5e-17   60.8   0.0   536   750  1531  1753  1528  1763 0.81 -
PRW33582.1           -           1238 424at3041            -            910     1e-17   62.6   0.0   1   2   6.6e-16   1.4e-12   45.6   0.0   425   539   571   682   557   690 0.87 -
PRW33582.1           -           1238 424at3041            -            910     1e-17   62.6   0.0   2   2   1.3e-06    0.0027   14.8   0.0   540   660   764   897   759   973 0.79 -
PRW20477.1           -           2288 424at3041            -            910   8.7e-05   19.8   0.0   1   3   0.00015      0.31    8.0   0.0   528   586   817   878   809   895 0.82 -
PRW20477.1           -           2288 424at3041            -            910   8.7e-05   19.8   0.0   2   3   0.00011      0.24    8.4   0.1   629   699   954  1033   923  1088 0.77 -
PRW20477.1           -           2288 424at3041            -            910   8.7e-05   19.8   0.0   3   3      0.17   3.5e+02   -2.1   0.0   557   639  1841  1925  1830  1942 0.71 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/424at3041.hmm
# Target file:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/chlorella_sorokiniana.prot.fasta
# Option settings: hmmsearch --domtblout /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/Busco_sorokiniana/run_chlorophyta_odb10/hmmer_output/initial_run_results/424at3041.out --cpu 1 /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/424at3041.hmm /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/chlorella_sorokiniana.prot.fasta 
# Current dir:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco
# Date:            Fri Jul 22 14:34:04 2022
# [ok]
