#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold21.g2070.t1  -            510 832at3041            -            399  7.4e-235  777.8   5.8   1   2   0.00044      0.73    7.4   0.0     1    17    28    44    28    52 0.89 -
scaffold21.g2070.t1  -            510 832at3041            -            399  7.4e-235  777.8   5.8   2   2  2.7e-235  4.4e-232  768.7   3.2    16   399    64   501    61   501 0.94 -
scaffold12.g8165.t1  -            640 832at3041            -            399   5.3e-23   80.3   0.1   1   2     3e-05     0.049   11.2   0.2     4    82    13   101    10   113 0.76 -
scaffold12.g8165.t1  -            640 832at3041            -            399   5.3e-23   80.3   0.1   2   2   3.9e-22   6.5e-19   66.8   0.0   159   369   325   541   318   555 0.83 -
scaffold532.g5911.t1 -            128 832at3041            -            399   8.2e-13   46.7   0.0   1   1   5.6e-16   9.4e-13   46.5   0.0   191   310     2   119     1   126 0.93 -
scaffold36.g5067.t1  -            754 832at3041            -            399   3.7e-07   28.1   0.2   1   1   8.8e-10   1.5e-06   26.1   0.2    44   153   468   594   441   675 0.70 -
scaffold13.g391.t1   -            121 832at3041            -            399     0.077   10.6   2.0   1   2   0.00038      0.63    7.6   0.3    17    46    31    58    17    62 0.74 -
scaffold13.g391.t1   -            121 832at3041            -            399     0.077   10.6   2.0   2   2    0.0071        12    3.4   0.1   203   248    60   105    57   113 0.87 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/832at3041.hmm
# Target file:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/a99.prot.fasta
# Option settings: hmmsearch --domtblout /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/Busco_a99/run_chlorophyta_odb10/hmmer_output/initial_run_results/832at3041.out --cpu 1 /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/busco_downloads/lineages/chlorophyta_odb10/hmms/832at3041.hmm /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco/data/a99.prot.fasta 
# Current dir:     /Users/catrionaharrison/Documents/Bioinformatics/rp2/Data/genomes/busco
# Date:            Fri Jul 22 14:51:33 2022
# [ok]
